,Unnamed: 0,translated_text,fear,disgust,joy,sadness,surprise,anger,text
3370,723,در رنج انسان‌ها، به ویژه در تیگرای، ظلمی که مرتکب شده و انجام داده است، اخیراً همه مجازات خود را نشان می‌دهد. از اورگان ترکیه شروع شد، تشکر می‌کنم، واقعاً خداوند قادر وجود دارد.,0,0,1,0,0,1,በሰው ስቃይ በተለይ በትግራይ ላይ ግፍ የፈፀመ ያስፈፀመ በቅርቡ ሁሉንም ፍዳቸውን እያሳየን ነው ከኦርዴጋን የቱርኩ ጀምሮ ተመስገን እውነትም ሃያሉ እግዚሔር ኣለ
3371,724,اسرائیل، اگرچه از نظر وسعت کوچک است، اما توانایی‌های قابل توجهی دارد. خداوند از اسرائیل محافظت می‌کند و هرگز نابود نخواهد شد.,0,0,1,0,0,0,እስራኤል በቆዳ ስፋት ትንሽ ብትሆንም ሌለው ላይ ያላት አቅም ማየት ጥሩ ነው እስራኤልን እግዚአብሔር ይጠብቃታል አትጠፋም
3372,725,بچه‌های حیوانات، طبیعتاً حیوان هستند.,0,0,0,0,0,1,የአውሬ ልጆች የው አውሬ መሆኑ እመ ነው
3373,726,هند برای اولین بار در تاریخ خود بر روی ماه فرود آمد.,0,0,0,0,0,0,ህንድ በታሪኳ ለመጀመሪያ ጊዜ ጨረቃ ላይ አረፈች
3374,727,آیا همیشه برای نشان دادن نفرت خود از امهارا رنج می‌کشی؟ به نظر می‌رسد که تو کلیسا را به عنوان یک انسان تصور کرده‌ای. آه، شما طرفداران قدرت وحدت هستید.,0,1,0,0,0,1,አማራን መጥላትህን ለማሳየት ሁሌ መከራ ትበላለህ ? ቤተክርስቲያን ለሰው ብለህ የምትሄድ አስመሰልከው አይ የአንድነቱ ኃይል ወገኞች ናችሁኮ
3375,728,خداوندا، به مردم اتیوپی بگو که رنج و اندوه آنها زیاد شده است. گریه‌ها و ناله‌هایشان هر روز بیشتر می‌شود. اما تا کی؟ خالقا، این از توان ما خارج است. لطفاً کمک کن، خسته شده‌ایم. این از حد توانمان فراتر است. تو با رحمت خود ما را نجات بده. خداوندا، خالقا، مردم اتیوپی به سوی تو فریاد می‌زنند. ما را نجات بده. لطفاً برای مردمی که آفریده‌ای سریع اقدام کن. خانواده عزیز ملت، اندوه شما اندوه تمام مردم اتیوپی است. خالقا، آنان را تقویت کن و عدالت خود را از بالا، از آسمان، از خداوند نازل کن.,0,0,0,1,0,0,እግዚኦ በሉ የኢትዮጵያ ህዝብ መከራ በዛ ለቅሶ ዋይታ የእለት ከእለት ኑሯአችን ሆነ ግን እስከመቼ  ፈጣሪ ሆይ ከአቅማችን በላይ ነው እባክህን እርዳን ደከመን ከአቅማችን በላይ ነው አንተ በቸርነትህ ማረን እግዚኦ ፈጣሪ የኢትዮጵያ ህዝብ ወዳንተ እንጮሃለን ማረን እባክህ ለፈጠርከው ህዝብ ፈጥነህ ድረስ ያማል ያማል ያማል  ውድ የጌትነት ቤተሰብ ሃዘናቹ የመላው ኢትዮጵያዊ ህዝብ ሃዘን ነው ፈጣሪ ያፅናቹ ፍርዱን ከላይ ከሰማይ ከእግዚአብሔር እንጠ
3376,729,برای مرغ استخوان لازم نیست، برای جنگ آماده‌سازی نیاز نیست. اتیوپی، سرزمین شجاعان و بازابا پتروس، نمی‌داند که چگونه مرگ خاموش در تاریکی می‌آید. این یک مثل است.,0,1,0,0,0,0,ለዶሮ ኣጥንት አየስፈልግም ጣጋራ  ለሱማለያ ጦርነት አየስፈልግም ዥግጅት ኢቶጵያ የጀግነ የባዛበ ጴጥሮስ ሀገረ ማሆኑን አያዎቁም እንዴ የምዕ ሞት ቅማል በጭቅላት መጣ ምዕበል ተረት አለ
3377,730,تبریک به طرفداران فانا، بیایید یک بار دیگر با هم شادی کنیم و جشن بگیریم!!!,0,1,0,0,0,0,እንኳን ደስ ያላችሁ ፋናዎች እስቲ አንድ ጊዜ ዘላችሁ ቂጣችሁን በካልቾ!!!
3378,731,اوه، خواهرم، تو مرا تنها گذاشتی، اوووه، این قلبم را می‌شکند، مادر.,0,0,0,1,0,0,እረ የኔ እህት አስለቀሽኝ ኡኡኡ ይከብዳል እናት
3379,732,چندین نیازمند به خاطر تو مرده‌اند، خداوند از تو بازخواست خواهد کرد.,0,1,0,0,0,1,ስንቱ ምስኪን ሞተ በአንተ ምክንያት አላህ ይፋረዳሃል
3380,733,من نگران هستم که مجرمان دستگیرشده به دلیل فساد آزاد نشوند.,1,0,0,0,0,0,የተያዙት ወነጀለኞች በሙስና እንዳይለቀቁ ስጋት አለብኝ
3381,734,از بیش از صد و بیست میلیون نفر جمعیت، اتیوپی کجا را اشغال کرده است؟,0,1,0,0,0,1,ከመቶ ሀያ ሚሊዮን ህዝብ በላይ የነከሰዉን የሰዉ ዉሻስ ኢትዮጲያ የት ታርገዉ
3382,735,امیدوارم در مسابقه بعدی موفق باشی، برتر.,0,0,1,0,0,0,ሀብትሽ ቀጣይ ዉድድር መልካም እድል እንዲገጥምህ እመኛለሁ በርታ
3383,736,"""غم دیگران را به تو نشان نداده است، پس چگونه می‌توانی از رنج انسان لذت ببری؟ این فقط یک کودک نیست که به خاطر ظلمی که مرتکب شده‌اید، مادرانشان را در مقابل چشمانشان...""",0,0,0,1,0,1,ጥጋብ የሰው ችግር አላሳይህ ብሏል፣ በዚህ ልክ በሰው ስቃይ መደሰት ምን ይሉታል? ይሄ ልጅ ብቻ እኮ አይደለም ስለ ሰራችሁት ግፍ የነገራችሁ፣ እናቶቻቸውን ከፊታቸው
3384,737,بله، تو در حال انجام کارت هستی، دزد حرفه‌ای که ما را شکست داده و چهار کیلومتر راه رفتیم بدون اینکه حتی یک قدم بردارید. خداوند محافظت کند، اگر فکر می‌کنی با حیله می‌توانی پیروز شوی، پس این یک رویاست.,0,1,0,0,0,1,ባለጌ ስራህን እየነገርከን ነው ጥንብ ዘረኛ አሸንፈን አራት ኪሎ የመግባት ምኞታችሁን አራት እርምጃ ሳትሄዱ መድረሻ ያሳጣህ ጌታ መከላከያች መድረሻ ያሳጣህን በስድብ የምታሸንፍ መስሎህ ከሆነ ሱሚ ነው
3385,738,بگذارید به نام خدای جاودان و قدرت پدرم، همه چیز به خوبی تغییر کند. پس از غم، شادی؛ پس از خستگی، آرامش؛ و پس از گم کردن، یافتن. با ایمان به خدایی که بر همه چیز تواناست و با در دست گرفتن صداقت، کشورمان را دگرگون کنیم.,0,0,0,0,0,0,እስቲይ ስሙት ከዘላለም አምላክ እና አባቴ ሀይል የተነሳ ሁሉ ወደ መልካም ይቀየራል ከሀዘን በሁዋላ ደስታ ከድካም በሁዋላ እረፍት ከማጣ በሁዋላ ማግኘት ሁሉን በሚችል አምላክ ተማምነን ቅንነትን ይዘን ሀገራችንን እንቀይር
3386,739,اریتره کی گفته که نمی‌خواهد از بندر خود به صورت رایگان استفاده کند؟ این دیوانه ابی است که برای اجرای دستور کار آمریکا و غربی‌ها، دریچه تنفسی دریا را باز کرده و برای گروه جنایتکار وایانه جونتا ایستاده است. حالا این وایانه فلج شده نامش را تغییر داده و از آن بهره می‌برد.,0,1,0,0,0,1,ኤርትራ እኮ በነጻ መጠቀም ወደቡ መቼ እምቢ ኣለች ያ እብድ ኣቢ እኮ ነው የኣሜሪካ እና የምእራባውያን ኣጀንዳ ለማስፈጸም ባህር በር መተንፈሻ ምናምን ብሎ ብቅ ያለዉ ለወያኔ ስግብግብ ጁንታ ኣላቸዉ ኣሁን ደሞ ይህች ፓራላይዝድ የሆነች ወያኔ ስም ታውጥለት እንግዲህ ካገኘችለት
3387,740,"گروه مافیای سیسیلی که خود را ""جامعه مقدسین"" می‌نامد، مجموعه‌ای است که پاتریارک دیروز در مناطق تیگرای و اورومیا با چالش‌هایی مواجه شد که از حوزه کلیسا فراتر رفت.",0,1,0,0,0,1,እራሱን ማህበረ ቅዱሳን ብሎ የሚጠራዉ የሲሲሊን የማፊያ ቡድን የሚያስንቀው ስብስብ ፓትሪያሪኩ ትናንት በትግራይና በኦሮምያ አካባቢዎች ያጋጠሙን ያሉ ፈተናዎች ከቤተክህነት አልፈው
3388,741,عمر امروز مرا خوشحال کرد، قلب شکسته‌ات را احساس کردم. به نظر می‌رسد نویسنده باید کمی صبر کند. تو تمام این دردها را تحمل کرده‌ای.,0,0,1,0,0,0,ኡማር ዛሬ አስደሰትከኝ ጉሩ ልብ መሰበርን ስሜቱን ቅመሽው እስቲ ቻን ደራሲው ቂም አለበት መሰለኝ ካንተ ይኤን ሁሉ ስቃይ አሸከመህ
3389,742,وزیر آب و انرژی درباره‌ی خشونت سخنرانی می‌کند. اتیوپی در دست افراد خطرناک سقوط کرده است.,0,1,0,0,0,1,የውሃና ኢነርጂ ሚኒስትር ስለ ዘረኝነት ሲሰብክ ይውላል። ኢትዮጵያ አደገኛ ሰዎች እጅ ላይ ነው የወደቀችው።
3390,743,جواد فانونا شائبیه یک و یک دلیل است که آنها را به هم پیوند می‌دهد، برای نابودی مردم تیگرای با نفرت و تعصب تنها و تنها سوال فانون را مطرح کرده‌اند. من می‌توانم آن را ادامه دهم، پسر کوچک تو، رهبر فانون کجا بود؟ آیا دیدی که اکنون چه کار می‌کنی؟ این چیزی است که نمی‌شود انجام داد. با این حجم از کشتار که اتفاق افتاده است، سعی می‌کنی آن را به عنوان یک رویداد عادی جلوه دهی. چقدر نفرت در وجود توست؟ اگر جنگ تیگرای متوقف نشده بود...,0,1,0,0,0,1,ጀዋር ፋኖና ሻእቢያ አንድ እና አንድ ምክንያት ነዉ ያገናኛቸዉ የትግራይን ህዝብ ዘር ለማጥፋት በጥላቻና በምቀኝነት ብቻና ብቻ ጥያቄ ፋኖን ወደፈለኩበት ላዘምተዉ እችላለዉ ሲል ጨቅላዉ አለቃህ ፋኖ የት ነበር  አየህ አሁን አንተ እያደረክ ያለኸዉ አለቃህን መወልወል ነዉ ይሄ የማይሆን ነዉ በዚህ መጠኖ የተፈፀመን ጭፍጨፋ ቀለል አድርገህ ልክ እንደ አንድ ክስተት ማቅረብህ ምን ያህል ጭካኔ ዉስጥህ እንዳለ  እዉነት የትግራዩ ጦርነት ባይቆም ኖሮ
3391,744,از جاوار بیشتر تغییر ایجاد کرد تا پیشرفت کند، آیا سیستم یکپارچه‌ای آمد که با رسانه‌ها جنگ را بر مردم تحمیل کرد؟ چه کسی بود و از پدرانشان گفته می‌شود: «گریه شما برای تروریست‌ها اما هدف قتل آشغال‌ها است.»,0,1,0,0,0,1,ከጃዋር የበለጠ እሂ ለውጥ እንዲጨናገፍ ያደረገ አለ እንዴ አሀዳዊ ስርአት መጣ እያለ በሚዲያው በህዝብ ላይ ጦርነት ያወጀው ማን ሆነና ከአባቶቻቸው የሚለው የናንተ የአሸባሪዎች ልቅሶ ግን ገደል ግቡ ቆሻሻዎች
3392,745,دکتر اشبر اگر ترس وجود داشته باشد، او آنجاست! این بار برای سومین بار به عنوان رئیس فدراسیون فوتبال اتیوپی انتخاب شده است. در هشت سال گذشته که وی ریاست را بر عهده داشت، در زمینه فوتبال...,0,1,0,0,0,0,ዶር አሸብር ካለ ሽብር አለ! ይሀው ለ 3ተኛ ጊዜ የኢትዮጵያ ቅኳስ ፌደሬሽን ፕሬዝዳንት ለመሆን ግርግር እያስነሳ ነው። ፕሬዝዳንት በነበረበት ላለፉት 8 ዓመታት በቅኳስ ሜዳ
3393,746,به دلیل مرگ یک فرد، خون بی‌گناهان به هدر رفته است.,0,0,0,1,0,0,በአንድ ሰው ሞት ምክንያት የስንቱ ንፁሃን ደም በከንቱ ፈሰሰ
3394,747,کارگر کشته شد. او خشن بود.,0,1,0,1,0,1,ሰራተኛዋ ተወግራ ትገደል ። ጨካኝ ነች ።
3395,748,در این متن، هیچ چیز شگفت‌انگیزی درباره اتیوپی وجود ندارد. اگر نیروی هوایی دبی به آن حمله کند یا آن را سرنگون سازد، برای مردم اتیوپی راه‌حلی نخواهد بود. بگذارید بگویم که برای هوداموها و برای حکومت فساد، کسانی که به آنها ایمان آورده‌اند، فراموش کرده‌اند که این مردم هستند که باید تصمیم بگیرند. درگیری با مردم آسان به نظر می‌رسد، اما پایان آن دور نخواهد بود.,0,1,0,0,0,1,እኝ ኢትዮጵያን በዚህ የሚገርም ነገር የለም በዲባይ አየር ሀይል ቢያንጃብብ ቢገላበጥ ለኢትዮጵያውያን መፍትሄ አይደለም ይብላኝ ለሆዳሞቹ ለብፅግና መንግስቱ ያመኑትና ሆዳሞች ለማን እንደሚ ጠብና ለማን እንደ ሚሰፍ ይህ ህዝባዌ መሆኑ ረስቶታል ከህዝብ ጋር መጋጨት ቀላል መስሎ ታይቶታል መጨረሻው ሩቅ አይሆንም
3396,749,در خانه ارتدکس، قبل از دنیا و بعد از دنیا؛ قبل از تولد و بعد از تولد ایمان داشتیم و پذیرفتیم که زندگی کرده‌ایم و خواهیم زیست. به نظر می‌رسد که ناگهان در هر شبانه‌روز در صحنه قربانی خانه شما را یافته‌اید، در حالی که می‌گویید: عیسی، عیسی.,0,0,0,0,0,1,በኦሮቶዶክስ ቤት ቅድመ ዓለምና ድህረ ዓለም፤ቅድመ ልደትና ድህረ ልደት አምናና ተቀበላ የኖረችና የምትኖር ናት፡፡ ድንገት በየመሸታ ቤትየጨፈራ መድረክ ያገኛችሁት ይመስላል፡እየሱስ እየሱስ ስትሉ፡፡
3397,750,روزی که مرا نگران کرد، روزی است که داگنه واله حقیقت تاریخی را بیان کرد. خطایی که هرگز بخشیده نخواهد شد، شما در سرزمین اتیوپی به طور کامل انجام دادید. اما برای خونی که ریختید و برای مردمی که به صورت جمعی دفن کردید، بهای خود را خواهید پرداخت.,0,0,0,0,0,1,የጨነቀኝ እለት አለ ዳኘ ዋለ እዉነት ታሪክ ይቅር የማይለዉ በደል ፈፁማችኃል በኢትዮጵያ ምድር ግን ላፈሰሳችሁት ደም በጅምላ ለቀበራችሁት ህዝብ ዋጋችሁን ትከፈላላችሁ
3398,751,در سراسر جهان، مردم امه‌را، ای قومی که از خون پدرانمان، مادرانمان و برادرانمان ساخته شده‌اید، اگر این کشور برای امه‌را به مکانی از رنج و تحقیر تبدیل شود.,0,0,0,1,0,1,በ መላው አለም የምትኖሩ የ አማራ ህዝብ ሆይ በአባቶቻችን በእናቶቻን በ ዎንድሟቻችን ደም የተግነባች ሀገር ለ አማራው የ ስቃይ እና የመታረጃ መሸማቀቂያ ሀገር ከሆነ
3399,752,تو یک مسلمان افراطی هستی که مانند موش درون چاه زندگی می‌کنی. اسرائیل کشوری است که تروریست‌های چاهی را نابود کرد و کشورهای عربی را در جنگ شش روزه شکست داد. این کشور قهرمانان است، نه مثل تو که پوچ و بی‌ارزش هستی. آن‌ها افرادی تحصیلکرده و پیشرفته در تکنولوژی هستند، نه مانند تو که پوچ و ناتوان هستی.,0,1,0,0,0,0,አንተ አክራሪ ሙስሊም እስራኤል አደለም እንደ አይጥ ጉድጓድ ውስጥ ለሚኖር አሸባሪ የጉድጓ አይጥ ይቅርና አረብ ሀገሮችን በ6 ቀን ጦርነት ቂጣቸውን ገርፋ ያባረረች የጀግኖች ሀገር ናት እንዳንተ ጫት በመቃም የደነዘዙ መሰለህ የሚሰሩ የተማሩበቴክኖሎጂ ያደጉ ናቸው እንዳንተ ጫታምና ሰካራም አይደሉም
3400,753,این به این دلیل است که شما نیازی به مهاجم ندارید.,0,1,0,0,0,0,ኢንዳንተ ያለ ወራሪ ስለማያስፈልግ ነው
3401,754,مسئولان نیز منطقه و مردم خود را رها کرده‌اند، با مرگ یک نفر، با سلاح سنگین و نیروی نظامی مسلح، مردم منطقه را در وحشت و اضطراب قرار داده‌اند و از مسئولیت خود شانه خالی می‌کنند.,0,0,0,0,0,1,ባለስልጣናቱም ክልላችሁን ህዝባችሁን አሳልፋችሁ ሰጥታችሁ በአንድ ሰው ሞት በከባድ መሳሪያ በታገዘ ጦር የክልሉን ህዝብ ሽብርና ጭንቀት ውስጥ ከታችሁ ከምትኖሩ ሀላፊነት ወስዳችሁ ወደፊ
3402,755,الی جاه: هر فردی حق دارد دین مورد نظر خود را دنبال کند، اما باید توجه داشت که اسلام دینی نیست که به این سادگی بتوان از آن گذشت. در گذشته با شمشیر می‌گذشتیم، اما امروز در عصر رسانه‌های اجتماعی، با کلمات و پیام‌ها مبارزه می‌کنیم. 😊,0,1,0,0,0,0,Eli Jah ማንኛውም ሰው የፈለገውን ሐይማኖት የመከተል መብት አለው ከሚል አኳያ ነው ምናልፈው እንጂ የእስልምና ሐይማኖት ያን ያክል የሚያስመካ ሐይማኖት አይደለም። ድሮ ሰይፋቹን ፈርተን ነው የምናልፈው ዛሬ ግን እድሜ ለሶሻል ሚዲያ እንዘረግፈዋለን። 😊
3403,756,اورومو، جوانی که به تو گفته‌اند پیر شده‌ای، این زمین حرامزاده‌ی آمهارا را تصرف کن. سکسی ۲۴۷ همجنسگرایی که آمریکا آن را تأیید کرده است و تیگریها نیز نباید از آن دست بکشند.,0,1,0,0,0,0,ኦሮሞ የተባልክ ወጣት ሽማግሌ ሳትል ይኼንን የአማራ ነፍጠኛ መሬት ወራሬ ሴክሰኛ ቂጡን 247 የሚበዳ ሆሞ ጌይ ብዳው የአሜሪካን መንግስት ፈቅዷል ትግሬዎችም እንዳትለቁ its yo
3404,757,لبخندت خاص است و قلبم را به تپش می‌اندازد.,0,0,1,0,0,0,ፈገግታች ልዩ ነው ልብ ያስደነግጣል አለ ጥሌ
3405,758,سونا زمبل واناف وایانه، یه فانوم ییهون، یه دبوب اتیوپیا تگل، هقارایتونه وسا قوشاشا متاتال متهالن اورینالنه کفله گارات مسلس نهایت ایکساکی انبتاهنا کوکلکواله.,0,1,0,0,0,1,Suna ዝምበል ወናፍ ወያኔ የፋኖም ይሁን የደቡብ ኢትዮጵያ ትግል ሕግአራዊቱን ወደ ቆሻሻ መጣያ መጣልና ኦሪጂናሉን ክፍለሃገራት መመለስ ነው እዚያው ከ አንበጣህና ቁልቋልህ
3406,759,"ترجمه متن به فارسی:  
""یوآتالین فکر کردن نشانه‌ای از نادانی است، خواهرم. وقتی سوال مطرح می‌شود، نباید از آمدن چیزی بدتر بترسی. موضوع لالشیه این است که من را حمایت کنی و مقاومت کنی.""",0,0,0,0,0,1,የይዋጣልን ፉከራ የድንቁርና መገለጫ ነው እህቴ እንጂማ ጥያቄው ሲለጠጥ የከፋ ነገር ይዞ እንደሚመጣ መዘንጋት የለብሽም።ላልሺው ነገር እኔን መደገፍና መቃወም ያ
3407,760,هندي تاجر برای همسرش خانه‌ای مانند الماس ساخت.,0,0,0,0,0,0,ሕንዳዊው ነጋዴ ለሚስቱ ታጅ መሐልን የመሰለ ቤት አሠራ
3408,761,آمریکا خواستار استقرار ناظران بیشتر در شمال اتیوپی شد.,0,0,0,0,0,0,አሜሪካ በሰሜን ኢትዮጵያ ተጨማሪ ተቆጣጣሪዎች እንዲሰማሩ ጠየቀች
3409,762,عضو سابق سی‌آی‌ای به ۴۰ سال حبس محکوم شد.,0,0,0,0,0,0,የቀድሞው የሲአይኤ አባል የ40 ዓመት እስር ተፈረደበት
3410,763,شیر من مرا شگفت‌زده می‌کند. در حالی که برای یک کروزر کنیا برنامه‌ریزی می‌کردم، به این فکر کردم که باید با راننده سمت چپ وارد اتیوپی شوم. همین امروز ابیشو مرا شگفت‌زده کرد وقتی که فرمان را در دست گرفت. همیشه آنچه در قلب من است و او نیز در قلبش دارد، بارها تأیید کرده‌ام. این برای گورا نیست، همیشه وقتی اتفاق می‌افتد، من متعجب می‌شوم. شگفت‌انگیز است.,0,0,0,0,1,0,አንበሳዬ ይገርማል ይህን ላንድ ክሩዘር ኬንያ እያሰራን በግራ መሪ ወደ ኢትዮጵያ ማስገባት አለብን እያልኩ ሳስብ ነበር ይህን ሰሞን አሁን አቢቹ ቀኝ መሪውን ይዞ ሳይ ገረመኝ ሁሌ ልቤ ውስጥ ያለውን እሱም ልብ ውስጥ እንዳለ ብዙ ጊዜ አረጋግጫለሁ ይህ ለጉራ አይደለም ሁሌ ሲሆን እደነግጣለሁ ይገርማል
3411,764,مردم، وقتی نگران شهرت و آبرو و حرف مردم هستیم که چه می‌گویند، این بسیار غم‌انگیز است. خدایا ما را از هر شرّی حفظ کن.,0,0,0,1,0,0,ግይ ሰወች ስንባል የተጎደናነው እያለን ለስም ለዝና ለወሬ መጨነቅ  ሰው ምን ይለን ብለን መጨነቅ በጣም ያሳዝናል ፈጣሪ ከክፉ ነገር ሁላ ይጠብቀን
3412,765,مرگ شهادت راهی است که ما را با مسیح متصل می‌کند.,0,0,0,0,0,0,የሰማዕትነት ሞት ከክርስቶስ ጋር ምንገናኝበት መንገድ ነው
3413,766,دشمنان اتیوپی چه کسانی هستند؟ کشورهای همسایه یا گروه‌های شورشی اورومو و شفتا، همه باید بایستند و این موضوع را با دقت بررسی کنند.,0,1,0,0,0,0,የኣትዮጵያ ጠላቶች እነማን ይሆኑ ጎረቤት ሀገራት ወይስ የኦሮሙማው ወኖበዴና ሽፍታ ስብስብ ሁሉም ቆም ብሎ በማስተዋል ጉዳዩን ይመልከተው
3414,767,ایرچا 1000٪ دروغ است. اگر باور نکنید، وقتی خشم خداوند بر شما فرود آید، خواهید دید. پیش از این نیز بارها سقوط کرده‌اید، اما آنچه اکنون رخ خواهد داد بسیار بدتر خواهد بود.,0,1,0,0,0,0,ኢሬቻ 1000 %ጥንቆላ ነው ካላመናቹ እግዚአብሔር በእናንተ ላይ ቁጣው ሲነድ ታያላችሁ ከዚህም በፊት በየገደሉ ወድቃችኋል የአሁኑ ደሞ የከፋ ነው ሚሆነው ሰው
3415,768,اوኦነግ ሸኔ አማራን የሚያርደው ሽመልስ አብዲሳና እና ከንቲባዋ ቤት የሚያፈርሱትና ህዝብ የሚያፈናቅሉት ፅንፈኛ ሆነው ኦሮሚያን ከሌላ ዘር ለማ፽ዳት ሳይሆን ለህዝቡ ካላቸው ፍቅር የተነሳ,0,1,0,0,0,0,ኦነግ ሸኔ አማራን የሚያርደው ሽመልስ አብዲሳና እና ከንቲባዋ ቤት የሚያፈርሱትና ህዝብ የሚያፈናቅሉት ፅንፈኛ ሆነው ኦሮሚያን ከሌላ ዘር ለማፅዳት ሳይሆን ለህዝቡ ካላቸው ፍቅር የተነሳ
3416,769,شما درباره‌ی کلاه بزرگ صحبت کردید، چگونه؟,0,0,0,0,0,0,የጠቅላዩን መሸለም አወራችሁ እንዴ
3417,770,گاش تادیوس را امروز در دادگاه عالی فدرال پیدا کردم، به او سلام کردم و برای چند دقیقه با او صحبت کردم. از قدرت روحی و جسمی که در او دیدم بسیار شگفت‌زده شدم.,0,0,1,0,1,0,ጋሽ ታዲዎስን ዛሬ ፌዴራል ከፍተኛ ፍቤት ልደታ ምድብ ወንጀል ችሎት አገኘኋቸው፣ሰላም አልኳቸውና ለጥቂት ደቂቃዎች አዋራኋቸው። የሚገርም የመንፈስና የአካል ጥንካሬ ስላየሁበቻው በጣ
3418,771,شوال عید - جشنواره‌ای از مردم هراری که توسط یونسکو به عنوان میراث جهانی ثبت شده است.,0,0,1,0,0,0,ሸዋል ኢድ - ዩኔስኮ በዓለም ቅርስነት የመዘገበው የሐረሪዎች የአደባባይ በዓል
3419,772,نخست‌وزیر در پیام خود که ماه گذشته از گاشنا به عنوان نقطه شروع ارسال کرد، بیان داشتند که مردم تیگرای باید رهبران جبهه آزادیبخش خلق تیگرای را مورد سوال قرار دهند که چرا جوانان ما را در جنگ بی‌هدف و بمباران کورکورانه نابود می‌کنند. پس از پرداخت هزینه‌های سنگین توسط کشور و مردم در جنگی که نزد اتیوپیایی‌ها لکه ننگی فراموش‌نشدنی است، دولت ما با آزادی زندانیان سیاسی در حال ارتکاب اشتباهی بزرگ و شکستن سد خشم است.,0,0,0,1,0,1,ጠ/ሚኒስትሩ ባለፈው ታህሳስ ወር ከጋሸና ግንባር ሆነው ባስተላለፉት መልዕክት  የትግራይ ህዝብ አላማ በሌለው ጦርነት በዕውር ድንብር ወጣቱን እያስጨረሱት ያሉትን የህወሃት አመራሮችን ልጆቻችን የት ናቸው ብሎ ሊጠይቃቸው ይገባል  ብለው ነበር ። በኢትዮጵያዊያን ዘንድ የማይሽር ጠባሳ ባሳረፈው ጦርነት ሀገርና ህዝብ ብዙ ዋጋ ከከከፈሉ በኋላ ነፍሰ በላዎቹን ከእስር እየለቀቀቀ ቅስምን የሚሰብር ስህተት እየፈጸመ ያለው መንግስታችንንንስ
3420,773,۱۰۰۰۰ نفر، وقتی از جنگ صحبت می‌کنی و بعد درباره عشق حرف می‌زنی، آیا تو را مسخره نمی‌کنند؟,0,0,0,0,0,1,1 00 00 ህዝብ በጦርነት ከማገድክ ቡሀላ ስለ ፍቅር ስታወራ አይሰቀጥጥህም?
3421,774,جوزیه دشمنم به شدت مرا آزار می‌دهد، لطفاً حتی یک لحظه هم برای من دعا کن. او پول زیادی را که پس انداز کرده بودم از من گرفته است و بسیار ناراحتم. آنتاگا، باور دارم که حقی ندارم.,1,0,0,1,0,0,ጆስዬ ጠላት በብዙ እየታዎገብኝ ነው እባክህን ዘሬ እንኳን ፃልይልኝ አሰርዬ ብዙ የለፈሁትን ብር ከልክሎልኝ በጣም ታጨንቄዋለሁ አንታጋ መብቴ እንደለ አምናለሁ
3422,775,من مسلمان هستم، اما این پدر بسیار سخنان خوبی می‌گوید و من به شدت احترامش می‌گذارم. خداوند عمر طولانی و سلامتی به او بدهد و از شر قاتلان محافظتش کند.,0,0,1,0,0,0,እኔ ሙስሊም ነኝ ነገር ግን እኒህ አባት በጣም ጥሩ ንግግር ነው በጣም አከብራቸዋለሁ አላህ እድሜና ጤና ይስጣቸው ከናንተ ሸር ግድያ ፈጣሪ ይጠብቃቸው
3423,776,یبلهو، از آنجایی که خود حماس است که کودکان را به عنوان سپر انسانی استفاده می‌کند، آمریکا و اسرائیل را با آگاهی کامل حمایت می‌کنند، نه بدون دانش. برای همه این کشتارها، مقصر اصلی حماس است که نمی‌تواند فقرا را هدایت کند. خود حماس نیز در حال کشتن آنهاست. صلح برای مستضعفان.,0,1,0,0,0,1,ይበለው አለአቅሙ ጀምሮ ደሞም ህፃናትን እንደጋሻ የሚጠቀምባቸው ራሱ ሀማስ ነው እነ አሜሪካ እስራኤልን የሚደግፉት እውነቱን ይዘው ነው እንጅ ያለእውቀት አይደለም ለዚህ ሁሉ እልቂት ተጠያቂው ድሃው መምራት የማይችለው ሀማስ ነው ሀማስ ራሱም እየገደላቸው ነው ሰላም ለምስኪኖች
3424,777,کیست دولت اتیوپی که به جنگ با مردم خود اعتراف کند و برای جنایت‌کارانی که نسل‌کشی را مرتکب شده‌اند، عدالت اجرا شود؟ خداوند خون بیگناهان را نخواهد بخشید.,0,0,0,0,0,1,መቼ ነው የኢትዮጵያ መንግሰት የሚማረው ከወገን ህዝብ ጋር ላደረገው ጦርነት እውቅና የሚሰጠው አንድ ላይ ለጨረሳቹህት ጂኖሳይድ ለፈፀማቹህት በህግ ሰትጠየቁ እግዚአብሔር ያሳየነል የንፀሀን ደም ፈሶ አይቀርም
3425,778,ایتو 360، چرا فقط مشکل را بزرگ می‌کنید و برای حل آن کاری نمی‌کنید؟ این تقصیر نیست، درست است؟ آیا واقعاً می‌خواهید مصیبتی که در دو سال گذشته بر ما وارد شده ادامه پیدا کند؟,0,0,0,0,0,1,ኢትዮ 360ዎች ግን ለምን ይሆን ችግሩን ብቻ እያጎናችሁ ለመፍትሔው የማትሰሩት? ነውር አይደለም እንዴ? በለፉት ሁለት አመታት የደረሰብን መከራ እንዲቀጥል ትፈልጋላ
